id,rain_sum (mm)
0,0.06095038764225273
1,0.1798497871781662
2,0.11850522623024144
3,0.08612303335741299
4,0.056415825506498776
5,0.2750288147344285
6,0.5640462609976872
7,0.5132445509391447
8,0.10986804638804384
9,0.41089169744432275
10,2.398446651807406
11,0.5833630633208345
12,0.6122581583403407
13,0.056666902831264084
14,0.10709935009701484
15,0.06032430107958783
16,0.5055562845731482
17,1.2227795487759727
18,0.036903803586300105
19,0.4358015765506439
20,0.2810612545227145
21,0.22721113403477786
22,0.2889914121014769
23,0.010212854826266519
24,0.04408438204941055
25,0.37467275236115544
26,0.03199016675840787
27,0.4113196123993893
28,0.4624226889445046
29,0.20952757486493054
30,0.3100555163755608
31,0.02771512734247721
32,0.25427114295601727
33,0.41458306143443824
34,1.1376824719811887
35,0.4995375611075862
36,0.6961773489976805
37,0.37005344403930046
38,0.26928231586509965
39,0.11878040157686275
40,1.823507796934514
41,5.976458047249742
42,4.532800906648386
43,11.754239803840434
44,3.227797263292576
45,0.21352258666695326
46,0.19546606039706965
47,0.3963760634702097
48,0.9226192309507731
49,2.5400230661713343
50,6.045898223328154
51,0.752579419675692
52,1.8184757388667452
53,4.171119206231567
54,1.524425362937649
55,5.575354893729803
56,0.5041821259682129
57,0.04403485787579754
58,0.3857549782468604
59,0.3925047232871405
60,0.7175986779149828
61,3.484757289675064
62,1.7550091885105263
63,9.520270240282278
64,2.6580943564972497
65,2.6035461090249234
66,0.2693320372352783
67,0.45207864249851526
68,0.5296540827075531
69,0.44227891772451494
70,0.45498029719603755
71,0.2038642342048942
72,0.38549831130105905
73,0.03020329998207885
74,0.11079856100099256
75,1.2877091700823478
76,5.906634174384895
77,25.3815682274449
78,4.966574695046474
79,1.5588564713136612
80,3.0272018062761914
81,3.0187635612190014
82,2.527785797173962
83,2.6668143303537475
84,15.056793724769909
85,4.268120581945811
86,6.383791072725431
87,5.991499008480953
88,12.552042864884017
89,10.99841103349697
90,7.047030323592897
91,4.061212643814188
92,5.32895371044274
93,18.07958035052841
94,2.978814040003723
95,7.420115345576188
96,8.443355970987922
97,9.340048394377856
98,17.673737788547697
99,33.327244414290504
100,14.102751684792525
101,11.410143345537955
102,14.446780438894567
103,17.572708900796737
104,13.498979571029837
105,13.503264017531862
106,7.200237582083437
107,10.03391498901424
108,34.621131123450574
109,2.076232610247934
110,6.650702316936391
111,9.854648783772628
112,13.890475033500353
113,9.207696297185082
114,16.208410993332123
115,12.659390265893101
116,16.635261994854876
117,3.8473892419529294
118,3.2331428839747436
119,4.828530396650646
120,15.334274612017783
121,6.498918817090093
122,22.846410278738446
123,7.880287305188302
124,17.12068820255132
125,4.085197409950885
126,2.8715249633040685
127,4.011918477005987
128,13.529192186587725
129,9.512819913024531
130,6.700195240187136
131,9.079547588561303
132,5.322996583210037
133,10.175405340053073
134,27.5846109609275
135,8.194479067720797
136,8.520729245881745
137,9.056243666836009
138,13.361220963967627
139,18.089552802416797
140,1.656354729358031
141,2.5934144413124067
142,4.0922141015977465
143,3.9264165107486875
144,2.635172788971038
145,22.329829304742532
146,9.870698685815498
147,11.389957568276833
148,9.079845333170038
149,16.496421196321055
150,8.117428935720287
151,7.899791444118253
152,3.8837957721598557
153,1.5389718098449696
154,3.4023955908443133
155,4.484868686006381
156,6.474340735152357
157,0.6024159620692338
158,13.098602030345821
159,6.037834734206573
160,23.009819506058665
161,13.5032486715683
162,8.185139918683854
163,5.817268327698962
164,3.886755885515832
165,7.915875447819791
166,12.104071392148423
167,13.876502356776884
168,8.36309516436576
169,33.825639561895095
170,2.027245846727247
171,2.2416457364021594
172,2.588037220177653
173,0.4960491057440231
174,2.371460815506548
175,5.446192427147683
176,11.177517524296913
177,3.153762986801369
178,4.670945781741961
179,1.6890277269043732
180,5.937497236415019
181,11.450955526753065
182,8.291577364061887
183,9.588906040151189
184,7.524157179406356
185,15.878054872603188
186,11.237597738895449
187,17.348230717462876
188,9.255502502024589
189,7.757808171912678
190,6.655746022928426
191,15.855853313635679
192,17.36711494513397
193,13.689957017022381
194,12.294531597947012
195,14.297084580382286
196,5.983820488832806
197,7.635284084614047
198,24.226232232080307
199,3.0081002448415104
200,22.02351229049578
201,9.668757792250647
202,14.433019587668605
203,3.6089887685414515
204,4.647260282137133
205,3.4695861835184307
206,10.008411792321917
207,16.124722166876435
208,12.154711760672193
209,7.1025617762065245
210,5.136857609428294
211,2.4059785577788473
212,22.284931338265945
213,7.500922958564929
214,18.019357046710958
215,7.836056266338351
216,15.137717912443293
217,22.067176569169426
218,17.088588656870886
219,21.5902999622468
220,8.112507121117382
221,6.116297329518237
222,5.620314792929191
223,4.308868936092701
224,9.513731195090715
225,3.7241103423642112
226,3.810935582408703
227,11.51407321813162
228,13.193168216164267
229,11.371010311023447
230,14.636354201396827
231,6.869688640698751
232,6.306157728409398
233,8.168846489938451
234,6.925967881735167
235,4.255294936999006
236,3.5889278086081533
237,2.8408841834685936
238,3.788019707868031
239,2.91253513323188
240,6.7782546639206975
241,1.296570597476232
242,11.439916107448997
243,6.2963616396327575
244,3.4286109474480746
245,4.687544358486497
246,3.9986667075795377
247,3.413049341339561
248,2.9688209664342944
249,2.8670550530372654
250,0.35521969906091416
251,0.5610482647149189
252,0.7527730369429133
253,0.056992081482115736
254,0.21859297624988677
255,1.8675009823734814
256,3.6977973828025728
257,8.502635707168679
258,19.302376556253144
259,18.03896240222595
260,10.785878085829596
261,3.744545524058606
262,3.133328217806256
263,6.108584550881177
264,3.2127232946744293
265,5.293023068405771
266,10.993993478494987
267,4.943181457964805
268,4.867409438425211
269,6.845619210304748
270,4.189912850736287
271,0.18105451297348385
272,0.14023800517022847
273,0.29591944459001795
274,1.0315749728732873
275,3.1743220503924334
276,3.28446593573203
277,7.950453016631349
278,27.117903075997535
279,24.20821486367713
280,7.324842395407692
281,4.907786976948478
282,3.627628123140417
283,3.65767983657245
284,2.3617156180666674
285,1.1308650537326141
286,2.549245418246936
287,5.621073487268459
288,6.285878520635005
289,7.577363806010215
290,6.8809128921023825
291,3.0715774493075774
292,1.2349113421312274
293,1.4812287357351803
294,4.927188042806678
295,15.010083375578409
296,6.399972061829524
297,0.7779696037641189
298,3.268037909102962
299,2.472943813050087
300,1.372172173565275
301,5.740006374801487
302,1.6958001973633114
303,0.8333374766084585
304,3.544270147956193
305,5.071660100609103
306,3.2264824594591865
307,2.280544007769705
308,8.042169285226178
309,2.4107791748376313
310,9.558682182711815
311,2.966933665508603
312,4.291645932917222
313,5.122235321586692
314,4.412178087178973
315,3.558201515812865
316,6.925003683085546
317,3.9638820194403266
318,0.4674520815285098
319,2.60750175028747
320,2.5134576580729946
321,0.08035495508907933
322,0.8946768318070119
323,0.9089668053168173
324,0.16239552462911108
325,1.2980225638327887
326,4.246473099846396
327,2.9449851139657652
328,0.4509359805036575
329,0.5519972895792691
330,0.7476379832955594
331,0.6520357887186612
332,2.179528254838164
333,4.35590247862946
334,5.29254159133412
335,6.760490149878395
336,10.370503096305839
337,1.8581710480970195
338,0.8103756506452852
339,0.279323974214547
